Ticker	Name	CUSIP	Fama Industry	Currency	Sector	Industry	Last Updated	Prior Tickers	Ticker Change Date	Related Tickers	Exchange	SIC	Perma Ticker	Location	Delisted From	Is Foreign
ENSG	ENSIGN GROUP, INC	29358P101	Healthcare	USD	Healthcare	Long-Term Care Facilities	2016-11-03	None	None	None	NASDAQ	8051	195949	CALIFORNIA, U.S.A	None	N
EOG	EOG RESOURCES INC	26875P101	Coal	USD	Basic Materials	Independent Oil & Gas	2016-11-04	None	None	None	NYSE	1311	198278	TEXAS, U.S.A	None	N
EPC	EDGEWELL PERSONAL CARE Co	29266R108,28035Q102	Consumer Goods	USD	Consumer Goods	Personal Products	2016-11-19	ENR	2015-09-06	ENR	NYSE	2844	196207	MISSOURI, U.S.A	None	N
EPE	EP Energy Corp	268785102	Coal	USD	Basic Materials	Oil & Gas Drilling & Exploration	2016-10-28	None	None	None	NYSE	1311	187949	TEXAS, U.S.A	None	N
EPRS	EPIRUS Biopharmaceuticals, Inc.	98887C105,98887C204,29428P107	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-09-14	None	None	ZLCS,EPRSQ	DELISTED	2834	195862	MASSACHUSETTS, U.S.A	NASDAQ	N
EQC	Equity Commonwealth	203233101,294628102,40426W101	Trading	USD	Financial	REIT - Diversified	2016-11-04	None	None	CWH	NYSE	6798	198403	ILLINOIS, U.S.A	None	N
EQIX	EQUINIX INC	29444U502	Trading	USD	Technology	Internet Software & Services	2016-11-05	None	None	None	NASDAQ	6798	196146	CALIFORNIA, U.S.A	None	N
EQM	EQT Midstream Partners, LP	26885B100	Utilities	USD	Basic Materials	Oil & Gas Pipelines	2016-10-28	None	None	None	NYSE	4922	192027	PENNSYLVANIA, U.S.A	None	N
EQR	EQUITY RESIDENTIAL	29476L107	Trading	USD	Financial	REIT - Residential	2016-11-03	None	None	None	NYSE	6798	197624	ILLINOIS, U.S.A	None	N
EQT	EQT Corp	26884L109,294549100	Coal	USD	Basic Materials	Independent Oil & Gas	2016-10-28	None	None	None	NYSE	1311	199746	PENNSYLVANIA, U.S.A	None	N
EQY	EQUITY ONE, INC.	294752100	Trading	USD	Financial	REIT - Retail	2016-11-10	None	None	None	NYSE	6798	196793	FLORIDA, U.S.A	None	N
ERB	ERBA Diagnostics, Inc.	29490B101	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-10-07	None	None	None	DELISTED	2834	196227	FLORIDA, U.S.A	NYSEMKT	N
ERIE	ERIE INDEMNITY CO	29530P102	Insurance	USD	Financial	Insurance Brokers	2016-10-28	None	None	None	NASDAQ	6411	197428	PENNSYLVANIA, U.S.A	None	N
ERII	Energy Recovery, Inc.	29270J100	Machinery	USD	Industrial Goods	Pollution & Treatment Controls	2016-11-05	None	None	None	NASDAQ	3559	193688	CALIFORNIA, U.S.A	None	N
ES	EVERSOURCE ENERGY	664397106,30040W108	Utilities	USD	Utilities	Diversified Utilities	2016-11-05	NU	2015-03-26	NU	NYSE	4911	199478	MASSACHUSETTS, U.S.A	None	N
ESE	ESCO TECHNOLOGIES INC	296315104	Electronic Equipment	USD	Technology	Scientific & Technical Instruments	2016-08-09	None	None	None	NYSE	3669	197999	MISSOURI, U.S.A	None	N
ESL	ESTERLINE TECHNOLOGIES CORP	297425100	Measuring and Control Equipment	USD	Industrial Goods	Aerospace/Defense Products & Services	2016-08-11	None	None	None	NYSE	3823	199743	WASHINGTON, U.S.A	None	N
ESMC	ESCALON MEDICAL CORP	296074305	Medical Equipment	USD	Healthcare	Drug Manufacturers - Major	2016-11-19	None	None	None	NASDAQ	3845	198035	PENNSYLVANIA, U.S.A	None	N
ESRX	Express Scripts Holding Co.	30219G108,302182100	Retail	USD	Healthcare	Health Care Plans	2016-10-26	None	None	4XS	NASDAQ	5912	192161	MISSOURI, U.S.A	None	N
ESS	ESSEX PROPERTY TRUST INC	297178105	Trading	USD	Financial	REIT - Residential	2016-11-01	None	None	None	NYSE	6798	197462	CALIFORNIA, U.S.A	None	N
ESV	Ensco plc	G3157S106,00B4VLR19,29358Q109	Coal	USD	Basic Materials	Oil & Gas Drilling & Exploration	2016-10-28	None	None	None	NYSE	1381	199111	UNITED KINGDOM	None	N
ESXB	Community Bankers Trust Corp	203612106	Banking	USD	Financial	Asset Management	2016-11-09	None	None	BTC,BTCU	NASDAQ	6022	194861	VIRGINIA, U.S.A	None	N
ETE	Energy Transfer Equity, L.P.	29273V100	Utilities	USD	Basic Materials	Oil & Gas Pipelines	2016-11-10	None	None	None	NYSE	4922	195256	TEXAS, U.S.A	None	N
ETFC	E TRADE FINANCIAL CORP	269246401	Banking	USD	Financial	Investment Brokerage - National	2016-11-05	None	None	None	NASDAQ	6035	197057	NEW YORK, U.S.A	None	N
ETH	ETHAN ALLEN INTERIORS INC	297602104	Consumer Goods	USD	Consumer Goods	Home Furnishings & Fixtures	2016-10-27	None	None	None	NYSE	2511	197682	CONNECTICUT, U.S.A	None	N
ETN	Eaton Corp plc	G29183103	Machinery	USD	Industrial Goods	Diversified Machinery	2016-11-02	None	None	3EC	NYSE	3590	191882	IRELAND	None	N
ETR	ENTERGY CORP	29364G103	Utilities	USD	Utilities	Electric Utilities	2016-11-05	None	None	None	NYSE	4911	199535	LOUISIANA, U.S.A	None	N
ETSY	ETSY INC	29786A106	Business Services	USD	Technology	Business Software & Services	2016-11-07	None	None	None	NASDAQ	7389	184017	NEW YORK, U.S.A	None	N
EV	EATON VANCE CORP	278265103	Trading	USD	Financial	Asset Management	2016-09-08	None	None	None	NYSE	6282	199045	MASSACHUSETTS, U.S.A	None	N
EVC	ENTRAVISION COMMUNICATIONS CORP	29382R107	Communication	USD	Services	Broadcasting - TV	2016-11-08	None	None	None	NYSE	4833	196072	CALIFORNIA, U.S.A	None	N
EVDY	Everyday Health, Inc.	300415106	Business Services	USD	Technology	Business Software & Services	2016-11-09	None	None	None	NYSE	7374	187538	NEW YORK, U.S.A	None	N
EVEP	EV Energy Partners, LP	26926V107	Coal	USD	Basic Materials	Independent Oil & Gas	2016-11-10	None	None	None	NASDAQ	1311	194485	TEXAS, U.S.A	None	N
EVER	EverBank Financial Corp	29977G102	Banking	USD	Financial	Regional - Southeast Banks	2016-10-29	None	None	None	NYSE	6035	192667	FLORIDA, U.S.A	None	N
EVI	EnviroStar, Inc.	29414M100	Personal Services	USD	Services	Consumer Services	2016-11-15	None	None	None	NYSEMKT	7200	199539	FLORIDA, U.S.A	None	N
EVOK	Evoke Pharma Inc	30049G104	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-11-11	None	None	None	NASDAQ	2834	193949	CALIFORNIA, U.S.A	None	N
EW	Edwards Lifesciences Corp	28176E108	Medical Equipment	USD	Healthcare	Medical Appliances & Equipment	2016-10-29	None	None	None	NYSE	3842	196170	CALIFORNIA, U.S.A	None	N
EWBC	EAST WEST BANCORP INC	27579R104	Banking	USD	Financial	Foreign Money Center Banks	2016-11-06	None	None	None	NASDAQ	6022	196512	CALIFORNIA, U.S.A	None	N
EXA	EXA CORP	300614500	Business Services	USD	Services	Business Services	2016-08-30	None	None	None	NASDAQ	7372	197753	MASSACHUSETTS, U.S.A	None	N
EXAC	EXACTECH INC	30064E109	Medical Equipment	USD	Healthcare	Medical Appliances & Equipment	2016-11-09	None	None	None	NASDAQ	3842	197548	FLORIDA, U.S.A	None	N
EXAR	EXAR CORP	300645108	Electronic Equipment	USD	Technology	Semiconductor - Integrated Circuits	2016-11-05	None	None	None	NYSE	3674	198641	CALIFORNIA, U.S.A	None	N
EXAS	EXACT SCIENCES CORP	30063P105	Business Services	USD	Healthcare	Biotechnology	2016-10-27	None	None	None	NASDAQ	8731	195962	WISCONSIN, U.S.A	None	N
EXC	EXELON CORP	30161N101	Utilities	USD	Utilities	Diversified Utilities	2016-10-27	None	None	None	NYSE	4931	196066	ILLINOIS, U.S.A	None	N
EXLS	ExlService Holdings, Inc.	302081104	Business Services	USD	Services	Business Services	2016-10-28	None	None	None	NASDAQ	7389	195060	UNITED STATES, U.S.A	None	N
EXP	EAGLE MATERIALS INC	26969P108	Construction Materials	USD	Industrial Goods	Cement	2016-10-25	None	None	None	NYSE	3241	197486	TEXAS, U.S.A	None	N
EXPD	EXPEDITORS INTERNATIONAL OF WASHINGTON INC	302130109	Shipping Containers	USD	Services	Air Delivery & Freight Services	2016-11-09	None	None	None	NASDAQ	4731	198681	WASHINGTON, U.S.A	None	N
EXPE	Expedia, Inc.	30212P303	Shipping Containers	USD	Services	Lodging	2016-10-29	None	None	None	NASDAQ	4700	194849	WASHINGTON, U.S.A	None	N
EXPR	EXPRESS, INC.	30219E103	Retail	USD	Services	Apparel Stores	2016-09-02	None	None	None	NYSE	5600	193028	OHIO, U.S.A	None	N
EXR	Extra Space Storage Inc.	30225T102	Trading	USD	Financial	REIT - Industrial	2016-11-06	None	None	None	NYSE	6798	195133	UTAH, U.S.A	None	N
F	FORD MOTOR CO	345370860	Automobiles and Trucks	USD	Consumer Goods	Auto Manufacturers - Major	2016-10-28	None	None	None	NYSE	3711	199713	MICHIGAN, U.S.A	None	N
FAC	FIRST ACCEPTANCE CORP	318457108	Insurance	USD	Financial	Property & Casualty Insurance	2016-11-11	None	None	None	NYSE	6331	197038	TENNESSEE, U.S.A	None	N
FAF	First American Financial Corp	31847R102	Insurance	USD	Financial	Property & Casualty Insurance	2016-10-21	None	None	None	NASDAQ	6361	193149	CALIFORNIA, U.S.A	None	N
FANG	Diamondback Energy, Inc.	25278X109	Coal	USD	Basic Materials	Independent Oil & Gas	2016-11-09	None	None	None	NASDAQ	1311	192041	TEXAS, U.S.A	None	N
FARM	FARMER BROTHERS CO	307675108	Food Products	USD	Consumer Goods	Processed & Packaged Goods	2016-11-10	None	None	None	NASDAQ	2090	199735	TEXAS, U.S.A	None	N
FAST	FASTENAL CO	311900104	Retail	USD	Services	Industrial Equipment Wholesale	2016-10-15	None	None	None	NASDAQ	5200	198313	MINNESOTA, U.S.A	None	N
FATE	FATE THERAPEUTICS INC	31189P102	Pharmaceutical Products	USD	Healthcare	Drugs - Generic	2016-11-08	None	None	None	NASDAQ	2836	193529	CALIFORNIA, U.S.A	None	N
FB	Facebook Inc	30303M102	Business Services	USD	Technology	Internet Information Providers	2016-11-04	None	None	None	NASDAQ	7370	194817	CALIFORNIA, U.S.A	None	N
FBC	FLAGSTAR BANCORP INC	337930705	Banking	USD	Financial	Savings & Loans	2016-11-08	None	None	None	NYSE	6035	196900	MICHIGAN, U.S.A	None	N
FBHS	Fortune Brands Home & Security, Inc.	34964C106	Construction	USD	Consumer Goods	Home Furnishings & Fixtures	2016-11-03	None	None	None	NYSE	1520	192368	ILLINOIS, U.S.A	None	N
FBIO	Fortress Biotech, Inc.	21976U109,34960Q109	Pharmaceutical Products	USD	Healthcare	Biotechnology	2016-11-11	None	None	CNDO	NASDAQ	2834	193589	NEW YORK, U.S.A	None	N
FBIZ	FIRST BUSINESS FINANCIAL SERVICES, INC.	319390100	Banking	USD	Financial	Asset Management	2016-10-29	None	None	None	NASDAQ	6022	192330	WISCONSIN, U.S.A	None	N
FBNC	FIRST BANCORP	318910106	Banking	USD	Financial	Foreign Regional Banks	2016-11-11	None	None	None	NASDAQ	6022	198362	NORTH CAROLINA, U.S.A	None	N
FBP	FIRST BANCORP	318672102,318672706	Banking	USD	Financial	Foreign Regional Banks	2016-11-10	None	None	None	NYSE	6022	196629	PUERTO RICO	None	N
FBRC	FBR & Co.	30247C400	Trading	USD	Financial	Asset Management	2016-11-10	None	None	None	NASDAQ	6211	194370	VIRGINIA, U.S.A	None	N
FCB	FCB FINANCIAL HOLDINGS, INC.	30255G103	Banking	USD	Financial	Credit Services	2016-11-10	None	None	None	NYSE	6021	187843	FLORIDA, U.S.A	None	N
FCEA	Forest City Realty Trust, Inc.	345550107,345550305	Trading	USD	Financial	Property Management	2016-11-05	None	None	FCE.A,FCE.B,FCEB	NYSE	6798	199711	OHIO, U.S.A	None	N
FCF	FIRST COMMONWEALTH FINANCIAL CORP	319829107	Banking	USD	Financial	Credit Services	2016-11-10	None	None	None	NYSE	6021	198893	PENNSYLVANIA, U.S.A	None	N
FCFS	FIRSTCASH, INC	31942D107	Retail	USD	Financial	Credit Services	2016-11-10	None	None	None	NASDAQ	5900	198167	TEXAS, U.S.A	None	N
FCN	FTI CONSULTING INC	030294110,302941109	Business Services	USD	Services	Management Services	2016-10-29	None	None	None	NYSE	8742	197774	DISTRICT OF COLUMBIA, U.S.A	None	N
FCNCA	FIRST CITIZENS BANCSHARES INC	31946M103,31946M202	Banking	USD	Financial	Regional - Mid-Atlantic Banks	2016-11-01	None	None	FCNCB	NASDAQ	6022	198435	NORTH CAROLINA, U.S.A	None	N
FCS	FAIRCHILD SEMICONDUCTOR INTERNATIONAL INC	303726103	Electronic Equipment	USD	Technology	Semiconductor - Integrated Circuits	2016-09-28	None	None	None	DELISTED	3674	196869	CALIFORNIA, U.S.A	NASDAQ	N
FCSC	Fibrocell Science, Inc.	315721209,315721100	Pharmaceutical Products	USD	Healthcare	Biotechnology	2016-11-05	None	None	None	NYSEMKT	2834	198975	PENNSYLVANIA, U.S.A	None	N
FCTY	1st Century Bancshares, Inc.	31943X102	Banking	USD	Financial	Asset Management	2016-09-13	None	None	None	DELISTED	6022	193698	CALIFORNIA, U.S.A	NASDAQ	N
FCX	FREEPORT-MCMORAN INC	35671D857	Non-Metallic and Industrial Metal Mining	USD	Basic Materials	Copper	2016-11-10	None	None	None	NYSE	1000	198214	ARIZONA, U.S.A	None	N
FDS	FACTSET RESEARCH SYSTEMS INC	303075105,030307510	Business Services	USD	Technology	Information & Delivery Services	2016-11-01	None	None	None	NYSE	7370	197079	CONNECTICUT, U.S.A	None	N
FDX	FEDEX CORP	31428X106	Shipping Containers	USD	Services	Air Delivery & Freight Services	2016-10-05	None	None	None	NYSE	4513	196717	TENNESSEE, U.S.A	None	N
FE	FIRSTENERGY CORP	337932107	Utilities	USD	Utilities	Electric Utilities	2016-11-05	None	None	None	NYSE	4911	196912	OHIO, U.S.A	None	N
FELE	FRANKLIN ELECTRIC CO INC	353514102	Electrical Equipment	USD	Industrial Goods	Industrial Electrical Equipment	2016-11-02	None	None	None	NASDAQ	3621	199706	INDIANA, U.S.A	None	N
FES	Forbes Energy Services Ltd.	345143101	Coal	USD	Basic Materials	Oil & Gas Pipelines	2016-11-15	None	None	None	NASDAQ	1389	193513	TEXAS, U.S.A	None	N
FEYE	FireEye, Inc.	31816Q101	Computers	USD	Technology	Application Software	2016-11-05	None	None	None	NASDAQ	3577	194376	CALIFORNIA, U.S.A	None	N
FF	FutureFuel Corp.	36116M106	Chemicals	USD	Basic Materials	Chemicals - Major Diversified	2016-11-10	None	None	None	NYSE	2860	194717	MISSOURI, U.S.A	None	N
FFIC	FLUSHING FINANCIAL CORP	343873105	Banking	USD	Financial	Savings & Loans	2016-11-05	None	None	None	NASDAQ	6022	197422	NEW YORK, U.S.A	None	N
FFIN	FIRST FINANCIAL BANKSHARES INC	32020R109	Banking	USD	Financial	Regional - Southwest  Banks	2016-10-26	None	None	None	NASDAQ	6022	199729	TEXAS, U.S.A	None	N
FFIV	F5 NETWORKS INC	315616102	Computers	USD	Technology	Business Software & Services	2016-11-05	None	None	None	NASDAQ	3576	196719	WASHINGTON, U.S.A	None	N
FGEN	FIBROGEN INC	31572Q808	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-11-09	None	None	None	NASDAQ	2834	187813	CALIFORNIA, U.S.A	None	N
FH	FORM Holdings Corp.	092911N10,92911N104,92911N302,34634E102	Trading	USD	Technology	Application Software	2016-11-10	VRNG	2016-06-10	VRNG,VRNGU	NASDAQ	6794	193852	NEW YORK, U.S.A	None	N
FHCO	FEMALE HEALTH CO	314462102	Rubber and Plastic Products	USD	Industrial Goods	Rubber & Plastics	2016-07-29	None	None	None	NASDAQ	3060	198024	ILLINOIS, U.S.A	None	N
FHN	FIRST HORIZON NATIONAL CORP	320517204,320517105,DCA517101	Banking	USD	Financial	Regional - Southeast Banks	2016-11-08	None	None	FTN	NYSE	6021	199721	TENNESSEE, U.S.A	None	N
FICO	FAIR ISAAC CORP	303250104	Business Services	USD	Technology	Business Software & Services	2016-11-11	None	None	None	NYSE	7389	198325	CALIFORNIA, U.S.A	None	N
FII	FEDERATED INVESTORS INC	314211103	Trading	USD	Financial	Asset Management	2016-10-29	None	None	None	NYSE	6282	196646	PENNSYLVANIA, U.S.A	None	N
FINL	FINISH LINE INC	317923100	Retail	USD	Services	Specialty Retail, Other	2016-09-24	None	None	None	NASDAQ	5661	197800	INDIANA, U.S.A	None	N
FIS	Fidelity National Information Services, Inc.	31620M106	Business Services	USD	Technology	Information Technology Services	2016-11-05	None	None	None	NYSE	7389	195852	FLORIDA, U.S.A	None	N
FISI	FINANCIAL INSTITUTIONS INC	317585404	Banking	USD	Financial	Credit Services	2016-11-05	None	None	None	NASDAQ	6021	198033	NEW YORK, U.S.A	None	N
FISV	FISERV INC	337738108	Business Services	USD	Services	Business Services	2016-10-28	None	None	None	NASDAQ	7374	198439	WISCONSIN, U.S.A	None	N
FIT	FITBIT INC	33812L102	Computers	USD	Technology	Scientific & Technical Instruments	2016-11-05	None	None	None	NYSE	3571	165519	CALIFORNIA, U.S.A	None	N
FITB	FIFTH THIRD BANCORP	316773100	Banking	USD	Financial	Regional - Midwest Banks	2016-11-10	None	None	None	NASDAQ	6022	199730	OHIO, U.S.A	None	N
FIVE	FIVE BELOW, INC	33829M101	Retail	USD	Services	Specialty Retail, Other	2016-09-02	None	None	None	NASDAQ	5331	195548	PENNSYLVANIA, U.S.A	None	N
FIVN	Five9, Inc.	338307101	Business Services	USD	Services	Business Services	2016-11-02	None	None	None	NASDAQ	7374	187881	CALIFORNIA, U.S.A	None	N
FIX	COMFORT SYSTEMS USA INC	199908104	Construction	USD	Industrial Goods	General Contractors	2016-10-28	None	None	None	NYSE	1731	196878	TEXAS, U.S.A	None	N
FL	FOOT LOCKER, INC.	344849104	Retail	USD	Consumer Goods	Textile - Apparel Footwear & Accessories	2016-09-08	None	None	WOO	NYSE	5661	198109	NEW YORK, U.S.A	None	N
FLDM	FLUIDIGM CORP	34385P108	Measuring and Control Equipment	USD	Technology	Scientific & Technical Instruments	2016-11-10	None	None	None	NASDAQ	3826	195703	CALIFORNIA, U.S.A	None	N
FLIR	FLIR SYSTEMS INC	302445101	Electronic Equipment	USD	Technology	Scientific & Technical Instruments	2016-11-05	None	None	None	NASDAQ	3812	199000	OREGON, U.S.A	None	N
FLL	FULL HOUSE RESORTS INC	359678109	Restaraunts, Hotels, Motels	USD	Services	Lodging	2016-11-11	None	None	None	NASDAQ	7011	197729	NEVADA, U.S.A	None	N
FLO	FLOWERS FOODS INC	343498101	Food Products	USD	Consumer Goods	Processed & Packaged Goods	2016-11-10	None	None	None	NYSE	2000	195920	GEORGIA, U.S.A	None	N
FLR	FLUOR CORP	343412102	Construction	USD	Industrial Goods	Heavy Construction	2016-11-04	None	None	None	NYSE	1600	195961	TEXAS, U.S.A	None	N
FLS	FLOWSERVE CORP	34354P105	Machinery	USD	Industrial Goods	Diversified Machinery	2016-10-28	None	None	None	NYSE	3561	199768	TEXAS, U.S.A	None	N
FLT	FLEETCOR TECHNOLOGIES INC	339041105	Business Services	USD	Services	Business Services	2016-11-10	None	None	None	NYSE	7389	195563	GEORGIA, U.S.A	None	N
FLWS	1 800 FLOWERS COM INC	68243Q106	Retail	USD	Services	Specialty Retail, Other	2016-11-15	None	None	None	NASDAQ	5990	196350	NEW YORK, U.S.A	None	N
FLXN	Flexion Therapeutics Inc	33938J106	Pharmaceutical Products	USD	Healthcare	Drug Manufacturers - Other	2016-11-08	None	None	None	NASDAQ	2834	185707	MASSACHUSETTS, U.S.A	None	N
FLXS	FLEXSTEEL INDUSTRIES INC	339382103	Consumer Goods	USD	Consumer Goods	Home Furnishings & Fixtures	2016-10-26	None	None	None	NASDAQ	2510	199718	IOWA, U.S.A	None	N
FMC	FMC CORP	302491303	Chemicals	USD	Basic Materials	Chemicals - Major Diversified	2016-11-04	None	None	None	NYSE	2800	199715	PENNSYLVANIA, U.S.A	None	N
FMD	FIRST MARBLEHEAD CORP	320771207,320771108	Banking	USD	Financial	Credit Services	2016-09-12	None	None	None	DELISTED	6141	195333	MASSACHUSETTS, U.S.A	NYSE	N
FMER	FIRSTMERIT CORP	337915102	Banking	USD	Financial	Money Center Banks	2016-09-12	None	None	None	DELISTED	6021	199001	OHIO, U.S.A	NASDAQ	N
FMNB	FARMERS NATIONAL BANC CORP	309627107	Banking	USD	Financial	Asset Management	2016-11-09	None	None	None	NASDAQ	6022	198910	OHIO, U.S.A	None	N
FNF	Fidelity National Financial, Inc.	31620R105,31620R303,31620R402	Insurance	USD	Financial	Surety & Title Insurance	2016-11-04	None	None	FNFV,FNT	NYSE	6361	194768	FLORIDA, U.S.A	None	N
FNFG	FIRST NIAGARA FINANCIAL GROUP INC	33582V108,33582V207	Banking	USD	Financial	Regional - Mid-Atlantic Banks	2016-09-13	None	None	None	DELISTED	6021	196691	NEW YORK, U.S.A	NASDAQ	N
FNGN	Financial Engines, Inc.	317485100	Trading	USD	Financial	Asset Management	2016-11-05	None	None	None	NASDAQ	6282	193574	CALIFORNIA, U.S.A	None	N
FNSR	FINISAR CORP	31787A507	Electronic Equipment	USD	Technology	Networking & Communication Devices	2016-09-09	None	None	None	NASDAQ	3674	196243	CALIFORNIA, U.S.A	None	N
FOR	Forestar Group Inc.	346233109	Real Estate	USD	Financial	Real Estate Development	2016-11-10	None	None	None	NYSE	6500	193914	TEXAS, U.S.A	None	N
FORM	FORMFACTOR INC	346375108	Electronic Equipment	USD	Technology	Semiconductor - Broad Line	2016-11-04	None	None	None	NASDAQ	3674	196839	CALIFORNIA, U.S.A	None	N
FOSL	Fossil Group, Inc.	34988V106,349882100	Consumer Goods	USD	Consumer Goods	Recreational Goods, Other	2016-11-11	None	None	None	NASDAQ	3873	197843	TEXAS, U.S.A	None	N
FOX	TWENTY-FIRST CENTURY FOX, INC.	90130A101,90130A200	Communication	USD	Services	Entertainment - Diversified	2016-11-04	None	None	FOXA	NASDAQ	4841	194984	NEW YORK, U.S.A	None	N
FPI	Farmland Partners Inc.	31154R109	Trading	USD	Financial	REIT - Diversified	2016-11-08	None	None	None	NYSEMKT	6798	187634	COLORADO, U.S.A	None	N
FR	FIRST INDUSTRIAL REALTY TRUST INC	32054K103	Trading	USD	Financial	REIT - Industrial	2016-10-29	None	None	None	NYSE	6798	197443	ILLINOIS, U.S.A	None	N
FRGI	Fiesta Restaurant Group, Inc.	31660B101	Restaraunts, Hotels, Motels	USD	Services	Restaurants	2016-11-08	None	None	None	NASDAQ	5812	192102	TEXAS, U.S.A	None	N
FRME	FIRST MERCHANTS CORP	320817109	Banking	USD	Financial	Regional - Midwest Banks	2016-11-10	None	None	None	NASDAQ	6021	198894	INDIANA, U.S.A	None	N
FRP	FAIRPOINT COMMUNICATIONS INC	305560104	Communication	USD	Technology	Application Software	2016-11-04	None	None	FRCMQ	NASDAQ	4813	196568	NORTH CAROLINA, U.S.A	None	N
FRPH	FRP HOLDINGS, INC.	70337B102,30292L107	Real Estate	USD	Services	Trucking	2016-08-06	PATR	2015-05-12	PATR	NASDAQ	6500	198145	FLORIDA, U.S.A	None	N
FRT	FEDERAL REALTY INVESTMENT TRUST	313747206	Trading	USD	Financial	REIT - Retail	2016-11-03	None	None	None	NYSE	6798	199733	MARYLAND, U.S.A	None	N
FSBK	FIRST SOUTH BANCORP INC	33646W100	Banking	USD	Financial	Asset Management	2016-11-11	None	None	None	NASDAQ	6022	196945	NORTH CAROLINA, U.S.A	None	N
FSBW	FS Bancorp, Inc.	30263Y104	Banking	USD	Financial	Money Center Banks	2016-11-11	None	None	None	NASDAQ	6036	192180	WASHINGTON, U.S.A	None	N
FSFG	First Savings Financial Group Inc	33621E109	Banking	USD	Financial	Investment Brokerage - National	2016-08-16	None	None	None	NASDAQ	6035	193505	INDIANA, U.S.A	None	N
FSI	FLEXIBLE SOLUTIONS INTERNATIONAL INC	33938T104	Chemicals	USD	Industrial Goods	Specialty Chemicals	2016-11-15	None	None	None	NYSEMKT	2890	196507	BRITISH COLUMBIA, CANADA	None	N
FSLR	FIRST SOLAR, INC.	336433107	Electronic Equipment	USD	Technology	Semiconductor - Specialized	2016-11-04	None	None	None	NASDAQ	3674	195267	ARIZONA, U.S.A	None	N
